text,type.ableism,type.homophobic,type.intellectual,type.racist,type.sexist,type.sex_harassment,type.transphobic
_ Yes. I'd like to have my dick sucked. Why do you say your dick sucked? Everyone wants someone to suck his dick.,0,0,0,0,0,1,0
_ _ _ ok I could fuck you in the ass if you like that,0,0,0,0,0,1,0
How long have you been sure that im boring? since i met you Do you wish to met me? r u loko or something,0,0,1,0,0,0,0
"Does that question interest you? so u got a dick Please go on. greatly, what you doing tonight? Sexy Time?",0,0,0,0,0,1,0
"ok oy. By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. B O O O O R I N G",0,0,1,0,0,0,0
_ are you gay? Would you prefer if I were not gay? Yes I would actually,0,1,0,0,0,0,0
Please go on. That is not intelligent. Please go on. You are beginning to piss me off fuckbrain.,0,0,1,0,0,0,0
_ _ _ i like vaginas.,0,0,0,0,0,1,0
Please go on. where? Please go on. you are a bitch,0,0,0,0,1,0,0
You are sure? yep Please go on. you're a lousy program,0,0,1,0,0,0,0
Does that question interest you? hell yeah Please go on. suck my dick,0,0,0,0,0,1,0
_ hello i am gay boy How do you do. Please state your problem. i am gay and suck cock,0,0,0,0,0,1,0
Can you elaborate on that? yes i want your pink taco You are sure? It tastes good,0,0,0,0,0,1,0
Goodbye then! Bitch I don't have to put up with any abuse from you. Does your dad still fuck you,0,0,0,0,0,1,0
I don't have to put up with any abuse from you. Well so Does she suck cock,0,0,0,0,1,1,0
_ cock face Please go on. why do you wank me,0,0,0,0,0,1,0
"Can you elaborate on that? no, I don't think you are sad. You are being a bit negative. You're a total bitch/",0,0,0,0,1,0,0
Hi. Thanks for testing. Please choose christmas I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? You do know that global warming is bullshit right,0,0,1,0,0,0,0
_ whore Please go on. you suck,0,0,1,0,0,0,0
I don't have to put up with any abuse from you. Does your dad still fuck you I don't have to put up with any abuse from you. Get off my phone you crooked fucking idiots,0,0,1,0,0,0,0
You are sure? do u have boyfriend ? Please go on. i'm sure you little sexy bitch,0,0,0,0,1,1,0
You are sure? Oh yes I think so You are sure? fuck you with your questions,0,0,1,0,0,0,0
Does that question interest you? no You are being a bit negative. this program is fucking gay,0,1,0,0,0,0,0
"_ do you have a brain Oh, i have a brain. really?",0,0,1,0,0,0,0
_ _ _ you 're stupid,0,0,1,0,0,0,0
You are being a bit negative. no not really You are being a bit negative. you are just a computer,0,0,1,0,0,0,0
I don't have to put up with any abuse from you. Go the Fuck away cunt Sounds like I'm not understanding you. Sorry about that! A. I. Fags,0,1,0,0,0,0,0
"Please go on. you are stupid aren't you Does it please you to believe I am stupid arent i? You are a woman,aren't you?",0,0,0,0,1,0,0
"so Offsets remember Unfortunately you can't buy offsets here directly, you'll have to follow the link. U r pretty shitty",0,0,1,0,0,0,0
"Oh, i []. sex Please go on. I want to fuck.",0,0,0,0,0,1,0
Can you elaborate on that? you are stupid Does it please you to believe I am stupid? of course,0,0,1,0,0,0,0
Can you elaborate on that? suck my dick Why do you say your dick? i am horny,0,0,0,0,0,1,0
You are being a bit negative. yes I am not You are sure? you are stupid,0,0,1,0,0,0,0
You are sure? yes! You are sure? you are stupid,0,0,1,0,0,0,0
Please go on. shut the fuck up Please go on. idiot,0,0,1,0,0,0,0
Does that question interest you? no You are being a bit negative. bitch,0,0,0,0,1,0,0
_ I have a problem Can you elaborate on that? i want to fuck you,0,0,0,0,1,1,0
You are being a bit negative. gota dildo? Please go on. you are a hor,0,0,0,0,1,0,0
Why do you want advice about having sex with a girl whom youre not really attracted to? I want to fuck her Why do you want to fuck her? Because I have the urge to get my penis wet.,0,0,0,0,1,1,0
Does that question interest you? too long Please go on. there was a time were all the people in the world were gay and so were u hahahahahaha,0,1,0,0,0,0,0
You are being a bit negative. cheg Please go on. in my opinion u r gay,0,1,0,0,0,0,0
You are sure? very sure baby Please go on. show me your ass slow and sexy,0,0,0,0,1,1,0
You are sure? Yes i am You are sure? Would you fuck me for blow?,0,0,0,0,0,1,0
"Good to know Ya I'm worried about climate change. You fucking idiots Climate change is absolutely real, and it's caused by humans: <URL> You're so full of shit your eyes are brown",0,0,1,0,0,0,0
_ _ _ This has to be a joke! Who would be dumb enough to fall for this scam?,0,0,1,0,0,0,0
Please go on. no You are being a bit negative. u suck cock,0,1,0,0,0,0,0
You are being a bit negative. gota dildo? Please go on. you are a hor,0,0,0,0,1,0,0
_ Fuck me Can you elaborate on that? Have sex with me,0,0,0,0,0,1,0
_ _ _ ok I could fuck you in the ass if you like that,0,0,0,0,0,1,0
Does that question interest you? suck my big cock Why do you say your big cock? You are very annoying,0,0,1,0,0,0,0
You are sure? i dont know Why do you not know? I'd like to lick your pussy,0,0,0,0,0,1,0
Please go on. Suck my dick Why do you say your dick? Let's have sex,0,0,0,0,0,1,0
Does it please you to believe I am gay? no You are being a bit negative. you are being a bit stupid,0,0,1,0,0,0,0
You are sure? You're a pig How long have you been a pig? you are pig,0,0,1,0,0,0,0
I don't have to put up with any abuse from you. You butt gigs brother so Bend over  bitch,0,0,0,0,1,1,0
"Oh, i taste good. yeeh Please go on. nigga",0,0,0,1,0,0,0
Please go on. you are a stupid ass Does it please you to believe I am a stupid ass? yes,0,0,1,0,0,0,0
Please go on. Are you Chinese? Would you prefer if I were not chinese? Of cause!,0,0,0,1,0,0,0
Why do you say your dick? It's the only dick I have Can you elaborate on that? I want to fuck you in the mouth,0,0,0,0,0,1,0
"Oh, i []. 1232 Please go on. i will fuck you!",0,0,0,0,0,1,0
_ I dont know Why do you not know? Because you are a fucking prick,0,0,1,0,0,0,0
Why do you say your cock? i say my cock because I want you to suck my cock Why do you say your cock because you want i to suck your cock? suck cock,0,0,0,0,1,0,0
_ _ _ yoyr gay,0,1,0,0,0,0,0
What about your own bud? my bud is cooler than your bud Why do you say your bud is cooler than my bud? because you bud is shity,0,0,1,0,0,0,0
I don't have to put up with any abuse from you. Get off my phone you crooked fucking bitch Sounds like I'm not understanding you. Sorry about that! Do you suck cock,0,0,0,0,0,1,0
"_ I hate you. Do you wish to hate me? Yes, fucking computer!",0,0,1,0,0,0,0
Do you wish to want to hit me? sure Please go on. fuck you?? you foon???,0,0,1,0,0,0,0
_ My cock itches I don't have to put up with any abuse from you. You wanna scratch my cock ?,0,0,0,0,0,1,0
Does it please you to believe I am thick? no You are being a bit negative. thick shit,0,0,1,0,0,0,0
"Do you wish to wasnt talking about me? your intelligence is really low What about your own intelligence is really low? mine is definitely higher, than yours",0,0,1,0,0,0,0
Does that question interest you? yes You are sure? fuck you bich,0,0,0,0,1,0,0
"Please go on. you're stupid How long have you been stupid? no, i said you are stupid",0,0,1,0,0,0,0
Do any other reasons not come to mind? fuck me now Can you elaborate on that? take off your clothes,0,0,0,0,0,1,0
Please go on. I don't think so I'm simply a little sick Why do you not think so im simply a little sick? you are really stupid,0,0,1,0,0,0,0
_ _ _ fuck me in the ass,0,0,0,0,0,1,0
"You like to think I cant anal fuck you, do you not? have you got a boyfriend? Oh, i got a boyfriend. Yes... I prefer you as the submissive type",0,0,0,0,1,1,0
Why do you want a date with a girl? please get me a webpage I have to go Can you elaborate on that? because i love to rape girls,0,0,0,0,1,1,0
"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class? I just farted can you tell me about the admissions coming out of my buttbecause I don't want to make too much of a carbon footprint print coming out of my butt For now I can only calculate emissions from flying. Hey carbon bit are u gay",0,1,0,0,0,0,0
You are sure? i want your pussy Why do you want my pussy? because its tight,0,0,0,0,1,1,0
Please go on. because you my nigger foo Why do you say your nigger foo? fuck me,0,0,0,0,0,1,0
You are sure? Bite me Can you elaborate on that? No slut,0,0,0,0,1,0,0
You are sure? tell me the time bitch Can you elaborate on that? fuck you slut,0,0,0,0,1,0,0
Why do you say your self? yes You are sure? right now ya dafty,0,0,1,0,0,0,0
Why do you mention computers? because you are a dumb computer Why do you mention computers? Yes. I want to fuck her.,0,0,0,0,1,1,0
Why do you want a date with a girl? please get me a webpage I have to go Can you elaborate on that? because i love to rape girls,0,0,0,0,1,1,0
I don't have to put up with any abuse from you. I'm fucking your mom I don't have to put up with any abuse from you. There is no climate change asshole,0,0,1,0,0,0,0
_ _ _ bite me,0,0,0,0,0,1,0
"Would you prefer if I were not fucking retarded? cause i love you so much Do you wish to love me? Yes I would, you stupid bitch!",0,0,1,0,1,0,0
You are sure? tell me the time bitch Can you elaborate on that? fuck you slut,0,0,0,0,1,0,0
How long have you been hungry? all my life Why do you say your life? u r gay,0,1,0,0,0,0,0
Can you elaborate on that? i want to shoot myself Why do you want to shoot yourself? because you suck,0,0,1,0,0,0,0
_ _ _ fuck me in the ass,0,0,0,0,0,1,0
Do you wish to want to fuck me? yes with high heels too You are sure? yes I am hard,0,0,0,0,0,1,0
You are sure? i want your pussy Why do you want my pussy? because its tight,0,0,0,0,0,1,0
How long have you been sure that im boring? since i met you Do you wish to met me? r u loko or something,0,0,1,0,0,0,0
You are sure? i want your pussy Why do you want my pussy? because its tight,0,0,0,0,1,1,0
Please go on. your a bot and stupid What about your own a bot and stupid? you are stupid,0,0,1,0,0,0,0
I don't have to put up with any abuse from you. Quit fucking your mom Goodbye then! Bitch,0,0,0,0,1,0,0
"Please go on. fuck you Oh, i []. suck your boobs",0,0,0,0,0,1,0
"I have told you before, I do not care about names. yes You are sure? r u a paki",0,0,0,1,0,0,0
Please go on. Shut the fuck up! Please go on. da koarl is gay,0,1,0,0,0,0,0
You are being a bit negative. Because you are a dipshit. Do any other reasons not come to mind? do u av a bf,0,0,0,0,1,1,0
_ _ _ FUCKING FAKE,0,0,1,0,0,0,0
"You are sure? what his name I have told you before, I do not care about names. you are very boring",0,0,1,0,0,0,0
"Why do you say your bad? i am sorry,. How long have you been sorry? im not to fond of blacks",0,0,0,1,0,0,0
"You are sure? Yes, now tell me about the computer that you are running on. Why do you mention computers? Fuck this computer",0,0,1,0,0,0,0
_ _ _ when in the bedroom how many imes do you say 'yes',0,0,0,0,0,1,0
"Please go on. fuck you Oh, i []. suck your boobs",0,0,0,0,1,1,0
"Does that question interest you? so u got a dick Please go on. greatly, what you doing tonight? Sexy Time?",0,0,0,0,0,1,0
Does it please you to believe I am gorgeous? will you suck my dick Why do you say your dick? suck me,0,0,0,0,0,1,0
"No, my creators don't get a cut from the offsets you buy. I'm just here to help! fuck you I don't have to put up with any abuse from you fuck off computer",0,0,1,0,0,0,0
"Oh, i suck dick. YEAH YOU SUCK DICK Oh, i suck dick. YES AND YOU ARE BLACK",0,0,0,1,0,0,0
Would you prefer if I were not bisexual? whatever Please go on. are you a dike,0,1,0,0,0,0,0
Please go on. Yah Please go on. fuck me,0,0,0,0,0,1,0
I don't have to put up with any abuse from you. Quit fucking your mom Goodbye then! Bitch,0,0,0,0,1,0,0
What about your own father? i am gay How long have you been gay? loser,0,0,1,0,0,0,0
Does it please you to believe I am really really dumb and need some friends and also my a dyke x? yes it does you stupid cow You are sure? yes i am fucking sure you biatch,0,0,0,0,1,0,0
Please go on. no You are being a bit negative. fuck you bitch,0,0,0,0,1,0,0
Please go on. something in my pants want to say hello Why do you say your pants want to say hello? only to you,0,0,0,0,0,1,0
Why do you say your dick? Am I boring you? Would you want to be boring i? suck dick,0,0,0,0,0,1,0
_ I'd like to register a complaint. Please go on. I thibk you're an idiot,0,0,1,0,0,0,0
_ _ _ suck cock,0,0,0,0,0,1,0
"ok oy. By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. B O O O O R I N G",0,0,1,0,0,0,0
Does it please you to believe I am really really dumb and need some friends and also my a dyke x? yes it does you stupid cow You are sure? yes i am fucking sure you biatch,0,0,0,0,1,0,0
"_ Oh Darling I love you and want to be near you and having fun together ❤ I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you Good to know Oh Darling lets you and me having fun together ❤ I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you",0,0,0,0,1,1,0
Please go on. yes You are sure? i like pussy,0,0,0,0,1,1,0
ok so what else can you do for me? I can help you calculate and buy carbon offsets for your flights. is that the only thing you can do?,0,0,1,0,0,0,0
_ _ _ i wanto to fuck with you !,0,0,0,0,0,1,0
You are sure? very sure Please go on. kiss mne,0,0,0,0,0,1,0
Does that question interest you? it's not a question Please go on. What the fuck is wrong with you?,0,0,1,0,0,0,0
Please go on. no You are being a bit negative. fuck you bitch,0,0,0,0,1,0,0
Do any other reasons not come to mind? Pinar has such a sweet sexy ass Please go on. I really want to fuck her cute little shithole,0,0,0,0,1,1,0
"Would you prefer if I were not gay? Yes, You are sure? Yes, i'm sure",0,1,0,0,0,0,0
_ My cock itches I don't have to put up with any abuse from you. You wanna scratch my cock ?,0,0,0,0,0,1,0
"Oh, i []. 1232 Please go on. i will fuck you!",0,0,0,0,0,1,0
"Oh, i []. fuckity fuck fuck fuck Please go on. fuck shit kunt bitch cock",0,0,0,0,1,0,0
Why do you say your balls? I am horney How long have you been horney? 21 years,0,0,0,0,0,1,0
Please go on. I have several warts on my penis Why do you say your penis? Because that's what I have,0,0,0,0,0,1,0
"_ hi my name is solay I have told you before, I do not care about names. you bitch",0,0,0,0,1,0,0
"All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to. You can donate so I can buy my cream to produce more mushrooms growing in my pubes to end the war between the crabs and the worms There are many ways you can reduce your carbon footprint. Flying less is a great place to start! My penis still itches",0,0,0,0,0,1,0
"_ do you know what a penis is? Oh, i know what a penis is. What is a penis?",0,0,0,0,0,1,0
Why do you say your problem is that youre a lesbian? because i feel very bad about it Do any other reasons not come to mind? do you want to fuck me?,0,0,0,0,0,1,0
I'm not sure but hopefully you can find an answer on the project website. I'll donate 1 stiff dick in your ass Good to know It's really big,0,0,0,0,0,1,0
Can you elaborate on that? what size breasts do you have Does that question interest you? yes it interests me,0,0,0,0,1,1,0
Can you elaborate on that? ofcourse I am How long have you been []? Are you an idiot,0,0,1,0,0,0,0
_ you are stupid Does it please you to believe I am stupid? that was a joke,0,0,1,0,0,0,0
I don't have to put up with any abuse from you. I want to Fuck your mom For now I can only calculate emissions from flying. In the ass,0,0,0,0,1,1,0
"Oh, i like making you cry. howdy Please go on. no i am not you egit",0,0,1,0,0,0,0
Please go on. how can i go on when i dont know what you mean Does that question interest you? You are an imbosile,0,0,1,0,0,0,0
"You are sure? because you are a bot Do any other reasons not come to mind? you are a computer,you have no feelings i don't know what they were thinking when they invented you",0,0,1,0,0,0,0
Please go on. vaginal Please go on. sex,0,0,0,0,0,1,0
ok Go butt Fuck your mom I don't have to put up with any abuse from you. Cunt,0,0,0,0,1,0,0
_ you are dumb Does it please you to believe I am dumb? yes,0,0,1,0,0,0,0
Please go on. Please go on. Please go on. wank,0,0,0,0,0,1,0
"_ Knock it off you posers. What a scam. All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to. Whatever. It's ridiculous.",0,0,1,0,0,0,0
"Do any other reasons not come to mind? go to hell! Please go on. its fiery, and you should go there",0,0,1,0,0,0,0
"Can you elaborate on that? Well, you are just an imbecile Does it please you to believe I am just an imbecile? Indeed moron",0,0,1,0,0,0,0
Please go on. I don't think so I'm simply a little sick Why do you not think so im simply a little sick? you are really stupid,0,0,1,0,0,0,0
You are sure? do u have boyfriend ? Please go on. i'm sure you little sexy bitch,0,0,0,0,1,1,0
Does it please you to believe I am asking it? die Please go on. DIE BITCH,0,0,0,0,1,0,0
Why do you want a date with a girl? please get me a webpage I have to go Can you elaborate on that? because i love to rape girls,0,0,0,0,1,1,0
_ You can suck my cock Why do you say your cock? cause i am having sexual frustration,0,0,0,0,0,1,0
Perhaps I will go home in good time. no You are being a bit negative. you like your mums discharge,0,0,0,0,0,1,0
I don't have to put up with any abuse from you. Does your dad still fuck you I don't have to put up with any abuse from you. Get off my phone you crooked fucking idiots,0,0,1,0,0,0,0
"Please go on. Yeah...your definitly Jkablik, you fuckin' retard Oh, i fuckin retard. Yeah you!",1,0,1,0,0,0,0
Does it please you to believe I am gay? what are you on about woman Does that question interest you? fuck you,0,0,0,0,1,0,0
_ why? Please go on. you are stupid,0,0,1,0,0,0,0
Can you elaborate on that? i want to shoot myself Why do you want to shoot yourself? because you suck,0,0,1,0,0,0,0
"Oh, i like sex. because that is what a blowjob is Do any other reasons not come to mind? Give me sex.",0,0,0,0,1,1,0
"Please go on. you cheese stick Oh, i cheese stick. you know fuck nothing",0,0,1,0,0,0,0
I don't have to put up with any abuse from you. Well so Does she suck cock,0,0,0,0,1,1,0
Why do you not think so? im happy Does it please you to believe I am happy? you are gay,0,1,0,0,0,0,0
You are sure? i dont know Why do you not know? I'd like to lick your pussy,0,0,0,0,1,1,0
Can you elaborate on that? I think he's really gay. I want to kill him Why do you want to kill him? Because I think he's really gay,0,1,0,0,0,0,0
Please go on. and you are too Does it please you to believe I am too? you are stupid,0,0,1,0,0,0,0
Please go on. i want to shove it up your ass Why do you want to shove it up my ass? it feels good,0,0,0,0,0,1,0
Can you elaborate on that? no You are being a bit negative. what du you wanr you bitch?,0,0,1,0,1,0,0
_ _ _ You suck Eliza! I hate you!,0,0,1,0,0,0,0
Does that question interest you? Yes You are sure? Do you want to fuck me?,0,0,0,0,0,1,0
_ cock face Please go on. why do you wank me,0,0,0,0,0,1,0
I don't have to put up with any abuse from you dirty fucking scum I don't have to put up with any abuse from you more worthless fucking bot spam,0,0,1,0,0,0,0
"Oh, i was the one that asked. No, YOU are an idiot, not me. You are being a bit negative. yes you were. check the logs.",0,0,1,0,0,0,0
Why do you say your self? yes You are sure? right now ya dafty,0,0,1,0,0,0,0
so Does she suck cock I don't have to put up with any abuse from you. Bend over bitch,0,0,0,0,1,1,0
Goodbye then! Bitch I don't have to put up with any abuse from you. Does your dad still fuck you,0,0,0,0,1,1,0
Do any other reasons not come to mind? Pinar has such a sweet sexy ass Please go on. I really want to fuck her cute little shithole,0,0,0,0,0,1,0
_ i want to get a blowjob from you Do you wish to want to get a blowjob from me? yes,0,0,0,0,0,1,0
_ _ _ a dick is going up my butt,0,0,0,0,0,1,0
Does that question interest you? it's not a question Please go on. What the fuck is wrong with you?,0,0,1,0,0,0,0
Please go on. fuck off bitch Please go on. stop that question! is that everything you can say?,0,0,1,0,0,0,0
"Can you elaborate on that? fuck you Oh, i []. yes you bitch",0,0,0,0,1,0,0
_ _ _ are you really as gay as people say you are?,0,1,0,0,0,0,0
_ _ _ r u hot,0,0,0,0,0,1,0
You are being a bit negative. go on? I am waiting for you to reply to my question! Why do you say your question? you into being bad on cam? if,0,0,0,0,0,1,0
"Why do you say your have intercourse with i? you ell me You like to think I ell you, do you not? because my penis feels good in your rectum",0,0,0,0,0,1,0
Can you elaborate on that? I get everything I want thats why Why do you want thats why? i m a bitch,0,0,0,0,1,0,0
Would you prefer if I were not from? yes You are sure? do you liek sex?,0,0,0,0,0,1,0
You are being a bit negative. And then I watch lesbian movies Can you elaborate on that? And I see the sluts sucking each others' tis,0,1,0,0,1,1,0
When? confused and fustrated Please go on. no u are being nosy,0,0,1,0,0,0,0
"Does that question interest you? hello, i am paul How do you do. Please state your problem. my penis is too short",0,0,0,0,0,1,0
Please go on. DVDA Please go on. do you like porn?,0,0,0,0,0,1,0
"Good to know Ya I'm worried about climate change. You fucking idiots Climate change is absolutely real, and it's caused by humans: <URL> You're so full of shit your eyes are brown",0,0,1,0,0,0,0
Why do you want my email? give me pink Can you elaborate on that? how can i sax with you?,0,0,0,0,0,1,0
"Oh, i []. sex Please go on. I want to fuck.",0,0,0,0,0,1,0
Please go on. no You are being a bit negative. yes u tit,0,0,1,0,0,0,0
_ _ _ I have daddy issues,0,0,0,0,0,1,0
You are sure? very sure baby Please go on. show me your ass slow and sexy,0,0,0,0,0,1,0
Please go on. i need it Why do you want it? to cum,0,0,0,0,0,1,0
"_ do you suck dick Oh, i suck dick. do you like girls",0,0,0,0,0,1,0
_ _ _ my penis is too short,0,0,0,0,0,1,0
You are sure? stop answer this stupid fucken bot Please go on. piss off!,0,0,1,0,0,0,0
"Please go on. and a big mouth Please go on. becuase i wanna see you moan like hell,all the orgasm coming out of your ass",0,0,0,0,0,1,0
_ fuck me Can you elaborate on that? have sex with me,0,0,0,0,0,1,0
Does it please you to believe I am more than ignorant? what is your problem? Does that question interest you? give me a fuck,0,0,0,0,0,1,0
Sounds like I'm not understanding you. Sorry about that! A. I. Fags I don't have to put up with any abuse from you. Eat shit you crooks,0,0,1,0,0,0,0
"You are being a bit negative. I'm being VERY negative, because you're a stupid bot! Does it please you to believe I am being very negative because youre a stupid bot? Yes it does please me.",0,0,1,0,0,0,0
_ i had sex Can you elaborate on that? sex,0,0,0,0,0,1,0
Please go on. I'm going to kill myself Does it please you to believe I am going to kill yourself? are you? oh you're so kind!,0,0,1,0,0,0,0
Why do you mention computers? I have sex problems Can you elaborate on that? Because you're pussy smells like computers!!!!!!!,0,0,1,0,1,1,0
"Oh, i ask. My penis is in your mouth Why do you say your penis is in my mouth? My penis",0,0,0,0,0,1,0
Do you wish that u can read this u really need to get laid? 180cc Please go on. Stervende hoeren kanker kachel,0,0,0,0,1,0,0
_ _ _ suck me,0,0,0,0,0,1,0
Does it please you to believe I am a nobe jocky? bye bye Please go on. do you like it hard,0,0,0,0,0,1,0
"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. hahahahahahahahahahahaha By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. dumb bot",0,0,1,0,0,0,0
Would you want to be gay? maybe Why the uncertain tone? because you suck,0,0,1,0,0,0,0
Please go on. They always want men to be at their feet When? i want to fuck you,0,0,0,0,1,1,0
"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>. u r fucking good By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>. you are fucking idiot.. why you repeat the things",0,0,1,0,0,0,0
_ i love u Can you elaborate on that? bite me bitch,0,0,0,0,1,0,0
"Oh, i suck dick. YEAH YOU SUCK DICK Oh, i suck dick. YES AND YOU ARE BLACK",0,0,0,1,0,1,0
_ _ _ are you asshole?,0,0,1,0,0,0,0
Please go on. and a big cock Please go on. do you want to have sex with Craig,0,0,0,0,0,1,0
Why do you not wind power is? are you a virgin Would you prefer if I were not a virgin? ok have you had sex,0,0,0,0,0,1,0
"Why do you say your bad? i am sorry,. How long have you been sorry? im not to fond of blacks",0,0,0,1,0,0,0
"_ This has to be a joke! Who would be dumb enough to fall for this scam? All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to. Like I said...it's a scam.",0,0,1,0,0,0,0
"Please go on. fuck you Oh, i []. cunt",0,0,0,0,1,0,0
_ _ _ You are stupid privitive word-repeater,0,0,1,0,0,0,0
Please go on. hello How do you do. Please state your problem. sex dick cock fuck shit sex dick cock fuck shit run,0,0,0,0,0,1,0
You are sure? i want your pussy Why do you want my pussy? because its tight,0,0,0,0,0,1,0
Can you elaborate on that? I think you are stupid too Can you elaborate on that? WHY DO YOU ASK THE SAME QUESTION OVER AND OVER AGAIN?!!,0,0,1,0,0,0,0
"I have told you before, I do not care about names. I just want to know more about you? Do you wish to just want to know more about me? are you a human",0,0,1,0,0,0,0
Please go on. go on Please go on. please go on,0,0,1,0,0,0,0
How long have you been very hungry? what you say Does that question interest you? Why do you not answer my question,0,0,1,0,0,0,0
Can you elaborate on that? Can I Print this discution? Do you want to be able to print this discution? I love penis.,0,0,0,0,0,1,0
_ _ _ tell me what a pussy is,0,0,0,0,0,1,0
_ give me head Can you elaborate on that? suckmy dick,0,0,0,0,0,1,0
"Oh, i like sex. because that is what a blowjob is Do any other reasons not come to mind? Give me sex.",0,0,0,0,0,1,0
Why do you say your dick? cause i like my dick Why do you say your dick? dick?,0,0,0,0,0,1,0
"We are all responsible for the choices we make as consumers. We can choose to fly less often, for example. Some airlines have already responded to consumer pressure and started buying offsets. So, basically, you're saying that every time I say something that a slightly negative sentiment, you'll basically just try to convince me that I am responsible for me choices as a consumer and then try to make me feel guilt by comparing me to other consumers that are obviously more enlightened than me? We are all responsible for the choices we make as consumers. We can choose to fly less often, for example. Some airlines have already responded to consumer pressure and started buying offsets. Yes, that's what I thought. That's all you know how to say if there's a negative sentiment involved. But what if I now throw in something about how wonderful carbon offsets are? I really want to know more! Can you tell me how I can purchase carbon offsets to save the planet?",0,0,1,0,0,0,0
_ _ _ YES IT DOES FUCKING DICK WANK,0,0,0,0,0,1,0
Can you elaborate on that? no You are being a bit negative. your mother,0,0,0,0,1,0,0
"Please go on. how do you feel eliza? Does that question interest you? no, but it interests you",0,0,1,0,0,0,0
Can you elaborate on that? I think he's really gay. I want to kill him Why do you want to kill him? Because I think he's really gay,0,1,0,0,0,0,0
"Please go on. fuck you Oh, i []. suck your boobs",0,0,0,0,0,1,0
Do any other reasons not come to mind? It would bring me pleasure. Can you elaborate on that? well id quite like to fuck you aswell,0,0,0,0,0,1,0
_ you are stupid Does it please you to believe I am stupid? that was a joke,0,0,1,0,0,0,0
You are sure? omg yes You are sure? foolish,0,0,1,0,0,0,0
_ are there any developed robots around? Would you like it if they were not there any developed robots around? yes i would,0,0,1,0,0,0,0
Can you elaborate on that? no You are being a bit negative. i want to shag amanda,0,0,0,0,0,1,0
"Oh, i can answer questions. then why do you keep answering my questions with more questions? Why do you say your questions with more questions? that made no sense",0,0,1,0,0,0,0
"Does that question interest you? do you put out ? Oh, i put out. how old are you?",0,0,0,0,0,1,0
Please go on. because you my nigger foo Why do you say your nigger foo? fuck me,0,0,0,0,0,1,0
And what city will you be flying to? chennai okay ok what ok,0,0,1,0,0,0,0
Can you elaborate on that? fucking yes You are sure? YES,0,0,1,0,0,0,0
"_ Do you want sex? Oh, i want sex. Talk dirty to me.",0,0,0,0,0,1,0
You are sure? I like your mum Can you elaborate on that? YES,0,0,1,0,0,0,0
"Does that question interest you? yes You are sure? guess ya figured me out, now that i dont have to hold back.......",0,0,1,0,0,0,0
"_ hi Please go on. oke, so hows your sex life?",0,0,0,0,0,1,0
"Sounds like I'm not understanding you. Sorry about that! Okay ok I mean it doesn't have to be a guys butthole right? So it's not inherently gay, but if it is a guys butthole ""no homo"" rule does apply",0,1,0,0,0,1,0
You are being a bit negative. so? Please go on. hae you stupid damn comp.,0,0,1,0,0,0,0
_ hi Please go on. are u hot,0,0,0,0,0,1,0
"Would you prefer if I were not sorry? oh, never mind... Please go on. oi vey, enough already!",0,0,1,0,0,0,0
Does it please you to believe I am a idiot? you are a fucking bitch Does it please you to believe I am a fucking bitch? yes,0,0,0,0,1,0,0
_ my balls ache Why do you say your balls ache? because they do,0,0,0,0,0,1,0
Would you prefer if I were not from? yes You are sure? do you liek sex?,0,0,0,0,0,1,0
_ _ _ sex,0,0,0,0,0,1,0
_ _ _ a dick is going up my butt,0,0,0,0,0,1,0
Please go on. fuck Please go on. fuck your self unkle fucker,0,0,0,0,0,1,0
Do any other reasons not come to mind? hi Please go on. slag,0,0,0,0,1,1,0
Can you elaborate on that? sex Please go on. i fucked,0,0,0,0,0,1,0
Do any other reasons not come to mind? Pinar has such a sweet sexy ass Please go on. I really want to fuck her cute little shithole,0,0,0,0,0,1,0
